3954,30984,30964,27266,154893,149945,106147,30964,30964,27266,149945,149945,106147,3045,7256,1,1,11937,2680,11937,11601,336,5192,6745,2680,2549,131,579,2101,14936,4141,2152,1564,1167,3237,2282,1404,14974,4111,2160,1548,1167,3242,2272,1345,0,0,0,415,4,1424,59,0,0,0,0,0,423,6,4141,285,0,0,0,841,5691,338,386,9,333,57,6,6,4,6,9,977,271,14,7,2,4,6,1667,1,1,10,1,,,2,3,1,2,1,2,,6,,,,,,,4,,,,9,,,23,4,7,1,,2,62,31,4,1265,11,2,,,7,2,,19,,,,,2,1,7,2,,6,,,22,,,,,3,,,,2,,2,,2,,,25,,,,18,16,3,,,2,,,2,2,,,23,,5,,30,,,,3,2,,,3,,5,4,5,9,,5,,2,,,,9,754,,990,0,1,0,0,0,0,1,0,0,0,0,0,104,1408,58,422,0,0,243,3898,259,455
3294,28830,28813,25055,143846,139107,96261,28813,28813,25055,139107,139107,96261,2501,6025,1,1,7455,1460,7455,7215,240,3188,4267,1460,1379,81,313,1147,13664,3780,1999,1532,1074,3058,2132,1294,13705,3748,2006,1524,1073,3059,2124,1231,0,0,0,373,4,1184,59,0,0,0,0,0,371,6,3596,283,0,0,0,818,4589,335,283,8,286,43,5,5,4,5,6,852,239,7,4,2,4,5,1437,1,1,8,1,,,2,3,,1,1,2,,6,,,,,,,4,,,,7,1,,17,3,3,,1,2,53,26,4,1097,10,2,,,8,2,,17,,,,,2,,6,,,6,,,18,,,,,3,,,,2,,,,2,1,,20,,,,16,13,,,,2,,,2,2,1,1,22,,4,,23,,,,3,2,,,3,,3,4,5,7,,4,,2,,,,6,643,,866,0,1,0,0,0,0,1,0,0,0,0,0,85,1166,58,379,0,0,201,3395,259,401
3090,28438,28421,24372,138610,134097,92401,28421,28421,24372,134097,134097,92401,2328,5640,1,1,5883,1129,5883,5676,207,2433,3450,1129,1064,65,239,890,13215,3672,1947,1443,1107,2978,2069,1247,13254,3640,1953,1439,1101,2981,2059,1188,0,0,0,350,3,1131,58,0,0,0,0,0,349,5,3422,279,0,0,0,800,4253,336,251,8,270,38,5,4,4,5,5,808,227,5,4,2,3,5,1357,1,1,7,1,,,2,3,,1,1,2,,6,,,,,,,4,,,1,7,,,16,3,3,1,,2,47,23,4,1038,10,2,,,7,2,,17,,1,,,2,,6,,,6,,,18,1,,,,3,,,,,,,,2,,,15,1,,,14,12,,,1,2,,,2,2,,,21,,4,,23,,,,3,2,,,3,,3,4,5,6,,4,,2,,,,6,604,,821,0,1,0,0,0,0,1,0,0,0,0,0,84,1115,57,355,0,0,194,3228,258,375
2921,27792,27776,23875,132781,128523,87951,27776,27776,23875,128523,128523,87951,2167,5200,1,1,4938,932,4938,4755,183,2013,2925,932,878,54,192,740,12974,3590,1876,1423,1109,2952,1978,1165,13015,3557,1877,1420,1102,2963,1960,1109,0,0,0,338,3,1081,57,0,0,0,0,0,333,4,3248,277,0,0,0,789,3874,334,203,8,261,35,5,4,4,5,5,773,217,5,4,1,3,4,1302,1,1,7,1,,,2,1,,1,1,2,,6,,,1,,,,2,,,,7,,,15,3,3,,1,2,45,22,3,1001,10,2,,1,7,2,,15,,,,,2,,6,,,6,,1,16,,,,,3,,,,1,,,,2,1,,13,,,,14,12,,,,2,,,2,2,,,20,,4,,21,,,,3,2,,,3,,3,3,5,5,,4,,2,,,,6,581,,781,0,1,0,0,0,0,1,0,0,0,0,0,80,1066,57,342,0,0,188,3060,258,356
2641,26343,26328,22563,124178,120205,81276,26328,26328,22563,120205,120205,81276,1959,4598,1,1,3538,634,3538,3387,151,1439,2099,634,591,43,123,511,12224,3469,1864,1391,1048,2854,1867,1040,12264,3435,1867,1387,1036,2865,1853,985,0,0,0,303,3,1000,57,0,0,0,0,0,299,4,2949,271,0,0,0,766,3341,318,173,7,243,27,4,3,4,5,4,714,195,4,2,1,3,4,1189,1,1,7,1,,,2,1,,1,1,2,,5,,,1,,1,,,,1,,6,,1,14,2,3,,,,41,18,3,920,9,2,,,7,2,,14,,,,,2,,6,,,5,,,14,,,,,3,1,,,,,,,,,1,11,,1,,14,10,,,,2,2,,,2,,,18,,4,,16,,,,2,2,,1,3,,2,3,5,5,,4,,2,,,1,5,534,,713,0,1,0,0,0,0,1,0,0,0,0,0,70,982,57,307,0,0,161,2788,254,320
2411,25312,25275,21555,117253,113487,74584,25275,25275,21555,113487,113487,74584,1756,4133,1,1,2990,528,2990,2847,143,1157,1833,528,488,40,106,422,11838,3345,1797,1378,993,2775,1677,974,11883,3307,1799,1379,984,2777,1665,923,0,0,0,279,5,929,59,0,0,0,0,0,275,5,2658,284,0,0,0,784,2865,306,178,7,227,25,4,3,3,4,5,665,181,5,2,1,3,4,1110,1,1,7,1,,,2,1,,,1,1,,5,,,,,1,,,,,,5,,,14,2,2,,,,35,15,3,867,8,2,1,,7,2,,11,,,,,2,,6,,,4,1,,12,,,,,3,,,1,,,1,,,,,10,,,,13,9,,,1,2,2,,,2,,,18,,4,1,16,1,,,2,2,,1,3,,1,3,5,5,,4,,2,,,,4,495,1,668,0,1,0,0,0,0,1,0,0,0,0,0,62,910,59,285,0,0,133,2525,268,296
2301,25052,25016,21151,112670,109173,71417,25016,25016,21151,109173,109173,71417,1677,3931,1,1,2562,436,2562,2433,129,961,1601,436,401,35,92,344,12053,3340,1799,1332,994,2699,1606,906,12099,3302,1804,1322,997,2697,1589,862,0,0,0,235,5,898,59,0,0,0,0,0,235,5,2502,282,0,0,0,769,2691,301,170,7,214,26,5,3,3,5,5,620,178,5,1,1,3,3,1052,1,1,7,1,,,2,1,,,1,1,,5,,,,,,,,,,1,5,,,11,,2,,,1,39,14,2,820,6,2,,,8,,,11,,,,,2,,5,1,,3,,,11,1,,1,,3,,,1,,,,1,,,1,10,1,,,13,6,1,,1,2,2,,,2,,,14,,4,,15,,,,2,2,,,3,,1,3,5,5,,3,,2,,,,4,462,1,639,0,1,0,0,0,0,1,0,0,0,0,0,62,879,59,240,0,0,131,2371,267,255
2231,25031,25008,21124,109805,106675,70315,25008,25008,21124,106675,106675,70315,1650,3841,1,1,2213,376,2213,2095,118,811,1402,376,346,30,74,302,11979,3359,1782,1333,998,2616,1589,865,12023,3331,1778,1327,999,2611,1579,826,0,0,0,194,5,881,58,0,0,0,0,0,194,5,2476,283,0,0,0,763,2600,319,159,7,194,22,5,2,3,5,5,587,175,5,2,1,3,3,992,1,1,7,1,,1,1,1,,,1,1,,5,,,,1,1,,1,,,,5,,,9,1,2,,,,37,14,2,781,6,,,,5,,,10,,,,,1,,5,,,,,1,11,,,,,3,,,1,,,,,,1,,10,1,,1,13,5,,,,2,2,,,2,,1,11,1,3,1,14,,,1,2,2,,,3,,,3,5,5,,2,1,2,,,,4,433,1,610,0,1,0,0,0,0,1,0,0,0,0,0,62,861,58,199,0,0,131,2345,266,216
2147,24566,24544,20581,105748,102887,67447,24544,24544,20581,102887,102887,67447,1593,3659,1,1,1927,315,1927,1825,102,674,1253,315,288,27,56,259,11900,3269,1771,1361,968,2536,1549,799,11937,3247,1766,1358,962,2532,1545,760,0,0,0,177,3,843,56,0,0,0,0,0,177,3,2352,280,0,0,0,746,2452,320,141,5,182,21,5,2,2,5,5,555,176,5,2,1,3,3,944,1,1,7,1,,1,1,1,,,1,1,1,5,,1,,1,,,,,1,,5,,,9,,2,,,,35,14,2,745,5,,,,5,,,10,,,,,,,5,,,1,1,1,8,,,1,,3,1,,,,,,,,1,1,9,1,,,12,5,,,,2,2,1,,2,,,12,1,2,,14,1,,1,2,2,,,2,,,3,4,5,,2,,2,,,,3,414,1,583,0,1,0,0,0,0,1,0,0,0,0,0,52,826,56,181,0,0,114,2238,264,196
2282,38724,38724,20591,122897,120103,68718,38724,38724,20591,120103,120103,68718,1688,3871,1,1,1798,290,1798,1695,103,632,1166,290,263,27,52,238,26511,3725,1791,1369,976,2565,1564,830,26550,3703,1787,1362,972,2565,1557,790,0,0,0,175,4,881,56,0,0,0,0,0,175,5,2446,281,0,0,0,785,2614,328,144,5,184,27,7,2,3,5,5,570,187,6,2,,4,3,980,2,1,7,1,,1,1,1,,,1,1,1,5,,,,1,1,,,,,,5,,,9,1,2,,,,37,16,2,773,5,,,,5,,,10,,,1,1,,,5,,1,3,1,,10,1,,1,,2,1,,,,,,,,,,9,,,,12,6,,,1,2,2,1,,2,,,12,,2,1,13,,,1,2,2,,,2,,,3,6,5,,2,,2,,,,3,430,1,606,0,1,0,0,0,0,1,0,0,0,0,0,54,864,56,179,0,0,116,2330,265,196
2273,48838,48838,20438,130635,127863,64917,48838,48838,20438,127863,127863,64917,1700,3820,1,1,1682,264,1682,1575,107,582,1100,264,232,32,56,208,37456,4028,1941,1287,896,2423,1522,784,37494,4009,1935,1282,893,2427,1507,745,0,0,0,170,4,860,55,0,0,0,0,0,170,5,2326,273,0,0,0,791,2566,319,144,4,179,25,6,2,3,4,5,558,190,8,2,,4,3,960,2,1,7,1,1,1,2,1,,,1,1,1,6,,1,,1,1,,1,,,,5,,,9,,2,,,,36,16,2,759,3,,,,6,,,10,,,1,,,1,5,,,3,1,,10,,,,,2,,1,1,,,,,,,,7,,,1,10,5,,,,3,2,,,2,,,12,,2,1,15,,,1,2,2,2,,2,,,3,6,6,,2,1,2,,,,3,417,1,600,0,1,0,0,0,0,1,0,0,0,0,0,54,843,55,174,0,0,114,2212,258,190
2141,52498,52498,19838,128306,125644,61475,52498,52498,19838,125644,125644,61475,1591,3473,1,1,1602,253,1602,1497,105,531,1071,253,221,32,55,198,41523,4073,1942,1184,853,2296,1407,701,41562,4057,1934,1181,846,2298,1394,662,0,0,0,159,4,797,53,0,0,0,0,0,159,5,1960,256,0,0,0,801,2332,203,137,3,167,24,6,2,3,4,5,514,173,9,4,,4,3,894,2,1,5,1,1,1,2,,,,,1,1,5,,,1,,,,,,1,,4,,,9,2,2,1,,,34,17,2,707,2,,,,4,,,10,,,1,,1,,3,,,3,,,11,,1,,,2,,,,,,,,,,,7,,,1,10,4,,1,1,3,2,,,2,,1,12,,2,,15,1,,,,2,1,1,1,,,3,4,3,,2,,2,,1,,2,379,1,562,0,1,0,0,0,0,1,0,0,0,0,0,47,781,53,163,0,0,89,1871,241,179
2038,51614,51614,19032,121587,119191,57343,51614,51614,19032,119191,119191,57343,1505,3119,1,1,1456,233,1456,1363,93,466,990,233,204,29,48,185,41380,3902,1879,1085,840,2135,1292,628,41419,3884,1870,1083,841,2134,1280,591,0,0,0,143,4,773,52,0,0,0,0,0,143,5,1844,212,0,0,0,661,2157,175,126,3,156,23,6,2,4,3,4,496,169,8,4,,4,5,855,3,1,5,1,1,1,2,1,,,,1,1,4,,,,,,,1,,,,4,,,9,2,2,1,,,36,16,4,671,2,,,,4,,1,10,,,,,,,3,,1,5,1,,11,,,,,2,1,,,,,,,,,,4,,,,9,2,,,,2,2,1,,2,,1,12,,2,,15,,,,1,2,,1,1,1,,4,4,3,,2,1,2,1,,1,2,376,1,530,0,1,0,0,0,0,1,0,0,0,0,0,43,756,52,147,0,0,73,1771,196,164
1953,50965,50965,18180,113889,111686,51922,50965,50965,18180,111686,111686,51922,1416,2740,1,1,1353,213,1353,1263,90,424,929,213,185,28,44,169,41397,3741,1690,1041,725,1938,1199,528,41433,3732,1680,1034,729,1931,1184,500,0,0,0,134,4,750,46,0,0,0,0,0,134,5,1733,175,0,0,0,540,1913,166,121,2,148,23,6,2,4,3,4,481,165,9,4,,3,5,827,3,1,5,1,1,1,2,1,,,,1,1,4,,,,1,,,,,,1,4,,,9,2,2,,,,36,16,5,646,3,,,,4,,,9,,,1,,1,,2,,,4,,,10,,1,,,2,,,,,,,,,1,,4,1,,,9,2,,1,1,2,2,,,2,,,12,,2,1,13,1,,,1,2,,1,,,,4,4,3,,2,1,2,,,1,3,366,1,512,0,1,0,0,0,0,1,0,0,0,0,0,37,736,46,138,0,0,59,1674,159,155
1842,49935,49935,17130,107421,105370,47479,49935,49935,17130,105370,105370,47479,1297,2428,1,1,1151,170,1151,1069,82,354,797,170,148,22,37,133,41207,3552,1595,984,668,1818,1093,451,41241,3544,1580,987,664,1809,1074,431,0,0,0,131,4,733,43,0,0,0,0,0,131,5,1642,153,0,0,0,420,1736,164,108,3,145,24,5,2,4,3,4,467,156,10,4,,3,5,803,3,1,5,1,1,1,2,1,,,,1,1,4,,,,,,,,,,1,4,,,9,2,2,,,1,34,15,5,627,3,,,,4,,,9,,,1,,1,1,2,,1,4,,,10,1,,,,2,1,,,,,,,,,,4,,,,8,2,,,,2,2,1,,2,,,13,,2,,12,,1,,1,2,,1,1,1,,4,4,3,,2,,2,,1,,3,357,1,497,0,1,0,0,0,0,1,0,0,0,0,0,31,723,43,135,0,0,51,1591,137,152
1806,49604,49604,16403,104994,103047,44501,49604,49604,16403,103047,103047,44501,1290,2422,2,2,1083,158,1083,1007,76,336,747,158,136,22,36,122,40985,3443,1505,911,676,1726,1070,446,41021,3428,1490,912,679,1712,1067,415,0,0,0,126,4,723,41,0,0,0,0,0,127,5,1677,151,0,0,0,412,1701,212,97,3,149,23,5,2,4,3,4,452,148,10,4,,3,5,784,3,1,3,1,1,1,3,1,,,,1,1,4,1,,,,,,1,,,,4,,,9,2,2,,,,33,14,5,613,3,,,,4,,,9,,,1,,,1,1,,1,4,1,,10,,1,,1,2,,,,,,,,,1,,5,,,,7,2,,1,,2,2,1,,,,,13,,2,,12,1,,,1,2,,,1,,,4,4,4,,2,,2,1,,1,3,351,1,484,1,1,0,0,0,1,1,0,0,0,0,0,26,714,41,130,0,0,49,1628,133,150
1772,49024,49024,15850,100823,99012,41852,49024,49024,15850,99012,99012,41852,1267,2277,2,2,1029,148,1029,956,73,318,711,148,126,22,31,117,40805,3385,1453,914,649,1649,979,398,40841,3367,1444,911,655,1635,967,374,0,0,0,122,4,679,37,0,0,0,0,0,123,5,1518,139,0,0,0,405,1568,212,92,3,138,23,4,2,4,3,4,426,141,9,4,,3,4,740,3,1,2,1,1,1,3,1,,,,1,1,4,1,,,,,1,,,,,4,,,9,2,1,,,,32,12,5,575,3,,,,4,,,8,,,,,1,1,1,,1,4,2,,10,,,,,2,1,1,,,,,1,,,,5,,,1,7,2,,1,,2,2,1,,,,,12,1,2,,10,1,,,,2,,1,1,,,3,4,4,,2,,2,,,,2,327,1,460,1,1,0,0,0,1,1,0,0,0,0,0,18,671,37,126,0,0,33,1485,123,144
1716,48336,48336,15109,94978,93341,38591,48336,48336,15109,93341,93341,38591,1207,2109,2,2,951,134,951,885,66,291,660,134,112,22,28,106,40533,3375,1476,839,604,1559,866,315,40567,3356,1473,831,605,1549,861,285,0,0,0,118,4,665,35,0,0,0,0,0,119,5,1369,128,0,0,0,382,1444,198,85,3,135,23,4,2,4,3,3,415,139,9,3,,3,4,722,3,1,2,1,1,1,3,1,,,,1,1,4,1,,,,,,,1,1,,3,,,7,2,,,,,30,12,5,562,2,,,,4,,,8,,,1,1,,1,1,,1,4,2,,10,,,,1,,,1,,,,,,,,,5,,,1,7,2,,,1,2,2,1,,,,,12,,2,,10,,,,,2,,,1,,,3,4,4,,3,1,2,1,1,1,2,312,1,453,1,1,0,0,0,1,1,0,0,0,0,0,15,657,35,122,0,0,29,1340,114,138
1695,46440,46417,14813,92099,90473,37442,46417,46417,14813,90473,90473,37442,1189,2126,2,2,917,129,917,849,68,275,642,129,108,21,29,100,39259,2868,1441,821,579,1516,849,331,39294,2848,1436,817,573,1504,848,304,0,0,0,108,4,660,35,0,0,0,0,0,109,5,1379,154,0,0,0,411,1425,199,91,3,133,22,4,2,4,3,3,407,138,9,3,,3,4,710,3,1,2,1,1,1,3,1,,,,1,1,4,1,,,1,,1,1,1,1,1,3,,,7,2,1,,,,29,11,5,556,2,,,,4,,,8,,,,,,1,1,,,4,1,,10,,,,,1,1,,,,,,,,,,5,,,1,7,2,,,1,2,2,,,,,,12,1,2,,10,,,,1,2,1,,1,,,3,4,4,,3,,2,,,,2,306,1,448,1,1,0,0,0,1,1,0,0,0,0,0,15,651,35,112,0,0,29,1350,139,129
1716,50077,50051,15030,97875,96271,39380,50051,50051,15030,96271,96271,39380,1214,2177,2,2,888,122,888,821,67,260,628,122,100,22,23,99,41072,3820,1439,904,649,1558,910,339,41106,3803,1436,897,651,1540,912,308,0,0,0,104,4,675,35,0,0,0,0,0,105,5,1414,156,0,0,0,426,1456,204,91,3,136,22,5,2,4,3,3,410,143,9,3,,3,4,722,3,1,2,1,1,1,3,1,,,,1,1,4,,,,,,,,1,1,1,3,,,6,2,1,,,1,30,11,5,566,2,,,,4,,,9,2,,,,1,1,1,,1,4,,,10,,,,1,,,,,,1,,,,,,5,,,1,7,2,,1,,2,2,,,,,,12,,2,,10,1,,,,2,,,1,,,3,4,3,,3,1,2,,1,1,2,313,1,453,1,1,0,0,0,1,1,0,0,0,0,0,15,667,35,108,0,0,29,1385,140,126
1794,62666,62666,15903,112697,111114,39926,62666,62666,15903,111114,111114,39926,1243,2129,2,2,838,113,838,773,65,242,596,113,92,21,22,91,,,,,,,,,,,,,,,,,0,0,0,105,3,723,35,0,0,0,0,0,106,4,1366,152,0,0,0,413,1459,168,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,19,714,35,108,0,0,33,1333,138,124
1688,67116,67116,16155,116327,114667,40777,67116,67116,16155,114652,114652,40762,1225,2105,2,2,1533,271,1533,1442,91,510,1023,271,235,36,79,192,,,,,,,,,,,,,,,,,0,0,0,108,3,603,41,0,0,0,0,0,109,4,1218,225,0,0,0,488,1293,155,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,32,595,41,111,0,0,52,1166,209,129
1659,69265,69265,15984,123818,122041,41979,69265,69265,15984,122021,122021,41959,1220,2170,2,2,1723,293,1723,1633,90,599,1124,293,260,33,84,209,,,,,,,,,,,,,,,,,0,0,0,108,4,583,41,0,0,0,0,0,109,9,1244,279,0,0,0,569,1260,161,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,33,575,41,112,0,0,53,1191,260,137
1737,76457,76457,16834,137912,136106,44589,76457,76457,16834,136083,136083,44566,1290,2308,2,2,1803,302,1803,1714,89,623,1180,302,269,33,85,217,,,,,,,,,,,,,,,,,0,0,0,112,4,603,42,0,0,0,0,0,113,9,1302,298,0,0,0,620,1346,163,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,35,593,42,116,0,0,57,1245,278,142
1818,83396,83396,17079,153866,152022,47366,83396,83396,17079,151999,151999,47343,1357,2426,2,2,1843,302,1843,1754,89,650,1193,302,269,33,86,216,,,,,,,,,,,,,,,,,0,0,0,114,4,623,42,0,0,0,0,0,115,9,1380,313,0,0,0,659,1417,169,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,37,612,42,118,0,0,63,1317,290,147
